sale_date,maker_id,maker_name,type,city_maker,auction_house,sale_date.1,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
1997-11-20,647,"Sartory, Eugène Nicolas",Violin Bow,Paris,Phillip's,1997-11-20,243,6618.0,7537.549575070821,,gbp,1997,11,20,0.4965380689434653,0.5187362233651727,0.5622151849849386,1.6958,,12782.1765694051,1931.332239055244,-0.0113805805057238,0.0175658469619919,0.2679365957806263,0.313490367155607,0.2238607607478824,0.1796283352760501,1902.113950593428,1772.2712776805793,1.073263430123845,1.6958,0.0119345984007637,0.0055857026654314,5.84,-0.0035,-0.1017325523363006,609.4195,FR,Île-de-France,Paris,59.0,True,"Sartory, Eugène Nicolas",Bow maker,1871-1946,Sartory,19.0,False
1987-11-11,1199,"Marchi, Giovanni Antonio",Violin,Bologna,Christie's,1987-11-11,196,12773.0,20728.65499069132,,gbp,1987,11,11,0.3548018152079003,0.3449331373989713,,1.78,,36897.00588343054,681.7890538545869,-0.2509662582560696,-0.2239879660460614,-0.0617131898378083,0.7880614544730017,0.4708329769787867,0.3094200288899411,819.8423079409522,850.3112422093492,0.9641673157357886,1.78,0.099444101297097,0.0069600005747904,8.795,0.0047499999999999,-8.301218114973304,1300.3654,IT,Emilia-Romagna,Bologna,,False,"Marchi, Giovanni Antonio",Violin maker,1727-1807,Marchi,18.0,True
1983-11-25,1586,"Rushworth, Rushworth & Dreaper",Violin,Liverpool,Sotheby's,1983-11-25,328,674.0,1598.0662032108123,,gbp,1983,11,25,0.3111433596103944,0.289099412196914,,1.4595,,2332.377623586181,537.3085669741423,-0.0177806426718553,-0.0251495649777131,0.2063611958139146,0.0992965535073935,0.1200785178914669,0.1451062085980773,537.1472734419663,529.4768888607018,1.0144867221641518,1.4595,-0.0438286163522012,0.0021698259772946,11.55,0.0012,0.2882126883256213,1207.482,GB,England,Liverpool,20.0,True,"Rushworth, Rushworth & Dreaper",–,,Rushworth,,False
2009-10-07,971,"Wolff, Brothers",Violin,Kreuznach,Bonhams,2009-10-07,36,1908.0,1847.5113122171945,1298.0,gbp,2009,10,7,0.6646446447677493,0.6495224099926525,0.7099714219510311,1.5914,1.4688,2940.1295022624427,1591.196084073233,0.0271419584635448,0.1191491290675319,0.0635267818632661,0.1651740430051556,0.1815457713268848,0.4187070899209617,1545.582483301431,1371.727404926373,1.126741711035794,1.5914,-0.0391837227555396,0.0073816652910328,3.21,-0.0035,4.344700156487248,1570.3128,DE,Rheinland-Pfalz,,,False,"Wolff, Brothers",,1879-1900,Wolff,19.0,True
2012-11-27,175,"Fétique, Victor François",Violin Bow,Paris,Christie's,2012-11-27,78,5297.931118360184,2338.0,2893.0,usd,2012,11,27,0.707823472261508,0.7127112417340191,0.7628021935583533,1.6029,1.2939,5297.931118360184,1976.396652878172,-0.0190113141567803,0.0141118397142021,0.1832504569753377,0.1516136406006555,0.1266768264389524,0.1430096273812469,2006.12758181641,1957.0717344075968,1.0250659424211972,1.6029,0.0333290355853532,0.0035739990182343,1.64,0.0019999999999999,1.7670047032996783,2460.5711,FR,Île-de-France,Paris,59.0,True,"Fétique, Victor François",Bow maker,1872-1933,Fétique,19.0,False
2001-05-11,211,"Glier, Robert C. I",Violin,"Cincinnati, OH",Tarisio,2001-05-11,OV 38,3706.445132245357,1428.0,2308.0,usd,2001,5,11,0.5463456027941411,0.550330639235856,0.6016837877500579,1.4199,0.8752,3706.445132245357,2280.003788032081,0.0759659873688871,-0.0435028271209065,-0.1460436872820922,0.2645568332187024,0.2491096208252289,0.217830589120892,2207.156585786204,2494.505947816351,0.8848071048771446,1.4199,-0.050615137737363,0.0049452986601849,5.51,0.0058,-3.3641159818407047,490.1659,US,Ohio,Hamilton County,1.0,False,"Glier, Robert C. I",Violin maker,1855-1924,Glier,19.0,False
2013-10-16,961,"Ouchard, Bernard",Viola Bow,Geneva,Tarisio,2013-10-16,78,5013.604172197341,2246.0,2655.0,usd,2013,10,16,0.7180463148574028,0.7259368111682586,0.7699080868154785,1.593,1.3529,5013.604172197341,2397.5334229023674,0.0441025147400393,0.0477355157556105,0.19356108412047,0.1221158607014385,0.1190256859162746,0.119495317777156,2334.2988627369004,2243.11312061201,1.0406514238122826,1.593,0.0213502596653201,0.004201596926343,2.69,0.0043999999999999,-1.768811841103408,1783.9936,CH,Geneva,Geneva,,False,"Ouchard, Bernard",Bow maker,1925-1979,Ouchard,20.0,True
2008-10-23,30,"Bailly, Paul",Violin,Paris,Tarisio,2008-10-23,466,29871.04708343145,12292.0,15527.0,usd,2008,10,23,0.665862162261877,0.6414401175606171,0.7108210396230787,1.6198,1.2991,29871.04708343145,1363.8107656797772,-0.2655404688221989,-0.3208302016632998,-0.4220602174596456,0.7324966518774404,0.4605937190493209,0.3244349506066981,1720.1920640211383,1945.0995140588948,0.884372265577078,1.6198,-0.1728962418300653,0.0132658860716443,3.63,-0.0058999999999999,-9.080194247261026,1081.3049,FR,Île-de-France,Paris,59.0,True,"Bailly, Paul",Violin maker,1844-1907,Bailly,19.0,False
2010-12-09,2842,"Maday, Edward",Violin,"Woodmere, NY",Tarisio,2010-12-09,358,3917.6439348660233,1678.0,1998.0,usd,2010,12,9,0.6738744112257572,0.6737692872887583,0.7288174866764502,1.5728,1.3245,3917.6439348660233,1829.7177923067447,0.0405237418761668,0.0960879465150974,0.1084717033975317,0.1407310706488923,0.1486223878449277,0.180494598428937,1768.3222759245984,1695.7510579155478,1.0427959149253054,1.5728,-0.0093846444542419,0.0054933223418636,3.23,0.0029,0.9849950033887874,2058.6329,US,New York,Nassau County,1.0,False,"Maday, Edward",Violin maker,,Maday,,False
1987-05-21,1711,Bazin Family,Viola Bow,Paris,Phillip's,1987-05-21,114,776.0,1359.1063706260345,,gbp,1987,5,21,0.347730375216755,0.3399292432035268,,1.6795,,2282.619149466425,805.7104969707999,-0.0608251063814512,0.0596781782715891,0.1234625496973027,0.2080106454983733,0.1742865244917621,0.1606183080611959,839.9368893639638,768.1506683550925,1.0934533080112958,1.6795,0.1279382135661517,0.0045113739393039,8.87,0.0178999999999999,-8.581027254387402,1350.0949,FR,Île-de-France,Paris,59.0,True,Bazin Family,Bow maker,,Bazin Family,,False
1988-05-19,2827,"Collin-Mézin, Charles Jean-Baptiste III",Violin,Paris,Phillip's,1988-05-19,120,2875.0,4366.541666666666,,gbp,1988,5,19,0.3612583473737287,0.3526818515797208,,1.8665,,8150.150020833333,699.1395746571643,-0.0542899343626612,0.0133683139953639,-0.1322694971882659,0.1761232098611089,0.1781346065537578,0.3309842731889447,727.4345036514325,760.9516214534643,0.9559536810789468,1.8665,0.0247049135328027,0.0058380367541209,9.18,0.0032,-0.2964441511245209,1261.4297,FR,Île-de-France,Paris,59.0,True,"Collin-Mézin, Charles Jean-Baptiste III",Violin maker,b. 1910,Collin-Mézin,20.0,False
2024-02-27,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,,2024-02-27,,2992.0,2361.0,2873.640530759952,eur,2024,2,27,0.9541094289965936,0.9610580455547392,0.9604541592646944,1.2683,1.0844,3116.175791556092,5322.429504885839,0.0550001115117213,0.1512698901874369,0.240025555122725,0.1194819929200949,0.1209553479057823,0.1235214091188848,5124.335025333444,4779.788930377546,1.0720839560019406,1.2683,0.0444700650580582,0.0038225443187267,4.31,-0.0052,3.6572608901629526,2127.2589,DE,Saxony,Paris,,False,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,True
2002-10-13,1711,Bazin Family,Cello Bow,Mirecourt,Skinner,2002-10-13,146,3372.717926089355,1205.0,1907.0,usd,2002,10,13,0.5574139436498469,0.5591476855253489,0.6167451919363559,1.5605,0.9872,3372.717926089355,1498.5631716614275,-0.0928790763406919,-0.210525154297528,-0.2539539111600487,0.3490380789364364,0.3440074615295534,0.2488066793912803,1576.4012265652232,1853.877802302188,0.8503263940091477,1.5605,0.0697148341102276,0.0049184173810687,3.83,-0.0126999999999999,1.4808963425319004,567.8007,FR,Grand Est,Vosges,,False,Bazin Family,Bow maker,,Bazin Family,,True
1986-03-27,166,"Duke, Richard",Violin,London,Phillip's,1986-03-27,122,4080.0,8524.950641725894,,gbp,1986,3,27,0.3345098569724398,0.3225825128581925,,1.478,,12599.877048470871,714.3885187227586,0.1115812732786518,0.2084664255897885,0.3016520712602843,0.1254415196187907,0.1261234977963282,0.107566399107444,659.5920029207938,599.4531215888594,1.1003229096089038,1.478,0.0371202020910812,0.0106626402622334,7.49,-0.0209,4.974164052963446,1028.9682,GB,England,Greater London,34.0,True,"Duke, Richard",Violin maker,1718-1783,Duke,18.0,False
2024-10-29,492,"Novelli, Natale",Cello,Milan,,2024-10-29,,34261.0,26753.83469843633,31800.0,gbp,2024,10,29,0.9705213188543036,0.9867744305657606,0.9808449833938364,1.3005,1.082,34793.36202531645,6010.08943189495,0.0340100299378267,0.0623621908781792,0.3807899379818631,0.0951928790791821,0.1428899341515058,0.1222144349021263,5870.999578369787,5542.336578885618,1.0593004403118105,1.3005,0.0249842370744011,0.0035566838792478,4.28,0.0004999999999999,3.898710412706521,2859.4266,IT,Lombardy,Città metropolitana di Milano,46.0,True,"Novelli, Natale",Violin maker,1908-1981,Novelli,20.0,False
2009-10-20,761,"Tourte, François Xavier 'le Jeune'",Violin Bow,Paris,Tarisio,2009-10-20,119,5897.0,5542.533936651583,3939.0,gbp,2009,10,20,0.6646446447677493,0.6495224099926525,0.7099714219510311,1.6446,1.4937,9115.251312217191,1641.5690206531426,0.0630201707058817,0.1505027978076554,0.1092537756371241,0.1543309641704935,0.1827545224387383,0.3794749836696477,1568.3209973040346,1383.276663533686,1.1337724684067456,1.6446,0.0066103562247521,0.0084180605818458,3.35,-0.0031999999999999,4.98308663062122,1586.7126,FR,Île-de-France,Paris,59.0,True,"Tourte, François Xavier 'le Jeune'",Bow maker,1748-1835,Tourte,18.0,False
2020-03-24,103,"Capicchioni, Marino",Viola,Rimini,Ingles & Hayday,2020-03-24,255,33706.0,36092.817679558015,31254.0,gbp,2020,3,24,0.7935846666584679,0.7979426891991183,0.8120027805669267,1.1772,1.081,42488.464972375696,3083.8928484214885,-0.2683167438731092,-0.2112365957962513,-0.1386995656433165,0.77186177993737,0.4541986495982112,0.2901015810221699,3874.23014107262,3836.8548456058033,1.009741128338389,1.1772,-0.0843898265536283,0.0109630985535064,0.84,-0.0095,-1.6771739868662852,2028.8005,IT,Emilia-Romagna,Provincia di Rimini,4.0,True,"Capicchioni, Marino",Violin maker,1895-1977,Capicchioni,19.0,False
1989-11-05,2032,"Dubois, Victor Paul",Violin,"Boston, MA",Skinner,1989-11-05,142,2415.493407466243,595.0,,usd,1989,11,5,0.387084476037042,0.3828067597354886,,1.5725,,2415.493407466243,872.2126977907503,-0.0341261488310501,0.0214328102022915,0.1675391639740815,0.2246762490419779,0.1593682637205217,0.1325777524906425,901.4960507314208,844.9581043502153,1.0669121298323827,1.5725,0.0073670723894938,0.0083323989596135,7.96,-0.0013999999999999,-0.526358428275322,975.4977,US,Massachusetts,Suffolk County,,False,"Dubois, Victor Paul",Violin maker,c. 1880,Dubois,19.0,True
1995-11-10,10093,"Mougenot, Léon Victor",Violin,Mirecourt,Phillip's,1995-11-10,106,4529.0,5831.408345752608,,gbp,1995,11,10,0.4722492098434444,0.4930198383541513,,1.5755,,9187.383848733232,1255.099973379771,0.0115782691589136,0.0622488523314934,0.2494223695709352,0.0812698623180494,0.0739989989663016,0.0805723492385915,1234.025101387948,1147.8186499047324,1.075104592080265,1.5755,-0.0145734300725545,0.0023573248300481,6.0,-0.0004,4.109947371448945,823.6965,FR,Grand Est,Vosges,2.0,True,"Mougenot, Léon Victor",Violin maker,1874-1954,Mougenot,19.0,False
2023-06-01,1446,"Morizot, Louis Joseph père",Violin Bow,Mirecourt,,2023-06-01,,3013.0,2407.0,2943.88246253544,eur,2023,6,1,0.9380695583731996,0.9507714915503308,0.9535027419479416,1.2524,1.076,3167.6175296881333,4499.687663728629,0.0101925186423079,0.0296150979617249,-0.0213910179772707,0.1373099483611496,0.1459453434374647,0.2097779752384087,4409.700564821288,4314.124529639013,1.022154213334744,1.2524,0.0133505947083096,0.004365735102843,3.61,0.0011999999999999,6.20497654653437,2108.4525,FR,Grand Est,Vosges,,False,"Morizot, Louis Joseph père",Bow maker,1874-1957,Morizot,19.0,True
2015-05-16,3,"Albanelli, Franco",Violin,Bologna,Tarisio,2015-05-16,204,9683.497655642228,4502.0,6192.0,usd,2015,5,16,0.7311407769975281,0.7354886113152094,0.7778635977446512,1.5789,1.1445,9683.497655642228,2903.312258394154,0.0217734478348938,0.0417154738908251,0.1350872657661908,0.0968286074466206,0.1229383735257241,0.1162477614468308,2871.163819624165,2798.6910629144627,1.0258952328358213,1.5789,0.0408042188529993,0.0062021462949737,2.14,0.0016,-2.2228698540594745,1672.8653,IT,Emilia-Romagna,Bologna,6.0,True,"Albanelli, Franco",Violin maker,1933-2007,Albanelli,20.0,False
2004-02-09,578,"Prokop, Ladislav",Violin,,Bonhams,2004-02-09,263,1332.0,1264.0375647668393,1048.0,gbp,2004,2,9,0.572479185370113,0.5672299779573843,0.6318065961226539,1.8574,1.2697,2347.823372797928,1991.0069880651688,0.0312048036897214,0.1382759149929886,0.3509065141784235,0.1103529081770297,0.1119720563391014,0.1580307041187807,1947.2099396872327,1808.295741288227,1.076820508519278,1.8574,0.1136826957668786,0.0070939115022232,4.09,-0.0008,2.2658607869410536,710.0695,,,,,False,"Prokop, Ladislav",Violin maker,b. 1843,Prokop,19.0,False
2005-05-24,1426,"Carcassi, Lorenzo & Tomaso",Violin,Florence,Sotheby's,2005-05-24,202,21946.0,20569.269521410577,17394.0,gbp,2005,5,24,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8284,1.2582,37608.8523929471,1997.8067807119864,0.0063467396480674,-0.0051863306809438,0.0603477546663191,0.1441358453477539,0.1166653916237087,0.1096129359058348,1962.2569012904,1972.466405101663,0.9948239910272456,1.8284,-0.0277570987982559,0.0046644019067379,4.04,-0.0016999999999999,-2.0505741146381964,698.9404,IT,Tuscany,Province of Florence,,False,"Carcassi, Lorenzo & Tomaso",Violin maker,1750-1790,Carcassi,18.0,True
