maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
2003,"Guillaume, Pierre",Cello Bow,Brussels,Tarisio,2020-11-13,15,11248.815466377691,6839.0,7616.0,usd,2020,11,13,0.8000842423720683,0.8016164584864071,0.8094539275507839,1.3159,1.1836,11248.815466377691,4480.965518974094,0.0713532094986533,0.1324723591142989,0.1443181813857561,0.2125897846757571,0.1842845995055753,0.3433355976678435,4254.566347622516,3946.475492224945,1.0780673428745595,1.3159,0.0431232659532303,0.0061780486576682,0.89,0.0024,0.2255707563747568,2359.8013,BE,Brussels Capital,Bruxelles-Capitale,,False,"Guillaume, Pierre",Bow maker,,Guillaume,,True
1035,"Cuniot, Eugène ""Cuniot-Hury""",Violin Bow,Mirecourt,Tarisio,2014-10-17,140,4109.605657174867,1875.0,2353.0,usd,2014,10,17,0.7299970484424384,0.7354886113152094,0.772843129682552,1.6096,1.2758,4109.605657174867,2584.61320328804,-0.05787586343104,-0.0256695052621551,0.0708086200328741,0.1449820067165852,0.1097028800743706,0.1080755611517267,2690.4986585688457,2615.286118052256,1.0287588191584196,1.6096,-0.0442940268376677,0.0046648765454047,2.22,-0.0037999999999999,0.5033328053549914,1695.4725,FR,Grand Est,Vosges,,False,"Cuniot, Eugène ""Cuniot-Hury""",Bow maker,1861-1910,Cuniot,19.0,True
162,"Dodd, James II",Violin Bow,London,Tarisio,2015-10-24,130,8205.215314625922,3895.0,5413.0,usd,2015,10,24,0.7312422367887054,0.7369581190301249,0.7758554105198116,1.5352,1.1018,8205.215314625922,2837.8419598092373,0.0586591018375075,-0.0087172186117557,0.0619207879986924,0.1633368621670993,0.1924658827356757,0.1485713251962972,2706.1553889182733,2825.579079172659,0.957734791025791,1.5352,-0.0333102449467919,0.0050544623090395,2.09,-0.0016999999999999,-3.1881777936265574,1591.6203,GB,England,Greater London,,False,"Dodd, James II",Bow maker,1792-1865,Dodd,18.0,True
661,"Schönfelder, Johann Georg",Violin,Klingenthal,Tarisio,2004-10-22,410,3526.82891566265,1133.0,1642.0,usd,2004,10,22,0.5869295192650622,0.573842762674504,0.6446280991735537,1.8264,1.268,3526.82891566265,1866.9021650272969,-0.0301800093748221,-0.0394402612571732,0.0305862118043651,0.0992970517638333,0.1029999609148457,0.1105730933541043,1901.8855437899408,1931.4591397367449,0.9846884692829512,1.8264,-0.0036550106377174,0.0049881255840567,4.0,-0.0071999999999999,2.287301457085906,722.3184,DE,Saxony,,2.0,True,"Schönfelder, Johann Georg",Violin maker,,Schönfelder,,False
10093,"Mougenot, Léon Victor",Violin,Mirecourt,Brompton's,2010-03-08,75,1626.0,1644.1610738255033,1191.0,gbp,2010,3,8,0.6691150246578038,0.65686994856723,0.7172317911485286,1.507,1.3633,2477.7507382550334,1701.5011740055415,0.0382882799473571,0.0599312949278592,0.6283054468568654,0.1578211788058359,0.160757447245061,0.2261267076647319,1666.9222311850058,1565.3464456073748,1.0648902904929891,1.507,-0.0796384512031269,0.0060688305061418,3.72,0.0027,2.5676014614410656,1676.8417,FR,Grand Est,Vosges,,False,"Mougenot, Léon Victor",Violin maker,1874-1954,Mougenot,19.0,True
148,"Darche, Hilaire",Violin,Brussels,Christie's,2004-03-31,140,9894.0,9467.137128072443,8094.0,gbp,2004,3,31,0.576168632322015,0.567964731814842,0.6358229705723333,1.8379,1.2313,17399.651327684347,1954.65337361176,-0.0284954045018963,0.0636410865465506,0.2866638899843492,0.1292966238827977,0.1161425677545703,0.1367299592999284,1976.8495045651352,1860.294995369383,1.0626537777534626,1.8379,0.0783266838770242,0.0084161117517244,3.86,-0.0039,1.25638243558057,739.8008,BE,Brussels Capital,Bruxelles-Capitale,4.0,True,"Darche, Hilaire",Violin maker,1862-1929,Darche,19.0,False
396,"Lotte, Roger François",Viola Bow,Mirecourt,,2025-06-05,,1469.0,1083.0,1290.2853378797272,eur,2025,6,5,0.99172641521036,1.0,0.9966787672819958,1.3591,1.145,1477.3767118722876,5988.849055137536,0.0987605116011425,-0.0271143917829026,0.0949178382633022,0.1506735497183248,0.2757743741205621,0.1980889378614656,5695.833120727054,5930.86404145036,0.960371554788528,1.3591,0.0886735020826658,0.0038789107314089,4.4,-0.0011999999999999,-5.026112772168951,3381.0939,FR,Grand Est,Vosges,,False,"Lotte, Roger François",Bow maker,1922-1989,Lotte,20.0,True
34,"Banks, Benjamin",Violin,Salisbury,Christie's,2009-10-13,193,20687.746615042302,8650.0,9251.0,usd,2009,10,13,0.6646446447677493,0.6495224099926525,0.7099714219510311,1.585,1.4853,20687.746615042302,1614.682296554516,0.0498394662023935,0.1390261989071803,0.0715661249923211,0.1646569182411117,0.1794615512140311,0.3948131250385474,1555.254835122489,1377.0855606474863,1.129381412140601,1.585,-0.0084454175789803,0.0077352375727225,3.34,-0.0052,4.705624239325101,1599.8775,GB,England,Wiltshire,22.0,True,"Banks, Benjamin",Violin maker,1727-1795,Banks,18.0,False
1574,"Riviere, Riviere & Hawkes",Small Violin,London,Phillip's,1989-01-26,68,919.0,1424.2383838383837,,gbp,1989,1,26,0.3723266882294344,0.3637031594415871,,1.7715,,2523.0382969696966,783.4249106034044,0.0504317711327932,0.0734272854582289,0.1002534206255585,0.1015376609784009,0.1160470923662971,0.1474056627185066,747.1323445937517,735.7346982981862,1.015491516605006,1.7715,0.0565396314188584,0.0063266944338361,8.99,0.0004,2.219600059868098,1079.7373,GB,England,Greater London,,False,"Riviere, Riviere & Hawkes",Violin maker,,Riviere,,True
467,"Morizot, Louis frères",Viola Bow,Mirecourt,Brompton's,2020-03-23,131,2941.0,3173.160220994476,2722.0,gbp,2020,3,23,0.7935846666584679,0.7979426891991183,0.8120027805669267,1.1492,1.0744,3646.595725966851,2819.3587859562963,-0.3261792218867683,-0.2777678686887852,-0.2132419445806557,0.7097369921137936,0.4242018397918144,0.2742347503872335,3894.89189979455,3839.678308366709,1.0143797440810418,1.1492,-0.1049147129838772,0.0097148955080327,0.76,-0.0105,-1.3536055374525389,1957.0248,FR,Grand Est,Vosges,,False,"Morizot, Louis frères",Bow maker,1937-1970,Morizot,20.0,True
636,"Rugeri, Francesco",Violin,Cremona,Bonhams,2001-11-12,-,162085.0,202605.47396528703,181730.0,gbp,2001,11,12,0.5454232410561657,0.550330639235856,0.6025334054221055,1.4575,0.8939,295297.4783044059,2050.3892608043925,0.0786395493609959,-0.0835260680638684,-0.2336723518992883,0.1886790881915352,0.2168696910536817,0.2271121692773655,1970.8153615287415,2189.360054567265,0.9001787336977246,1.4575,0.0358919687277896,0.0052167921449776,4.375,-0.00995,2.1617109312157936,509.6959,IT,Lombardy,Provincia di Cremona,4.0,True,"Rugeri, Francesco",Violin maker,c. 1628-1698,Rugeri,17.0,False
1626,"Hill & Sons, W. E. Firm",Violin Bow,London,Christie's,2000-11-15,69,1340.0,1728.837837837838,1559.0,gbp,2000,11,15,0.5352772619384354,0.5437178545187362,0.5905615200432532,1.4285,0.8576,2469.6448513513515,2596.43021928624,-0.0315886078572635,-0.068504956608774,-0.0476357980992924,0.2487744834762142,0.1783411874735792,0.2092836144779552,2650.538175019961,2720.8034037563466,0.9741748232748544,1.4285,-0.0565975432571653,0.0058921947676998,5.72,-0.0037,-1.3262641894697786,495.0705,GB,England,Greater London,32.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
1292,"Tubbs, James",Violin Bow,London,Phillip's,1991-01-24,105,1078.0,1313.2456140350878,,gbp,1991,1,24,0.4138329664383308,0.4188096987509184,,1.9665,,2582.4975,808.9737307798208,0.0194529444316524,0.0386578014091154,-0.0282384143869988,0.1750995423632007,0.1834013745192629,0.1609002786975983,784.6683324973269,821.1906058490699,0.9555252177854848,1.9665,0.0317418677859391,0.0073894089580188,8.0,-0.0091,3.03356742699708,900.4841,GB,England,Greater London,32.0,True,"Tubbs, James",Bow maker,1835-1921,Tubbs,19.0,False
761,"Tourte, François Xavier 'le Jeune'",Violin Bow,Paris,Christie's,1989-03-31,59,25952.0,41918.8,,gbp,1989,3,31,0.3760161351813363,0.3673769287288758,,1.6855,,70654.13739999999,784.1950584779679,-0.0035947594664496,0.0884824445834182,0.0849625576933212,0.1335772212096136,0.1132991014229063,0.1432909578597212,781.7534985833826,749.3075057276967,1.0433013050151896,1.6855,-0.0724741360334579,0.0047077183726957,9.3,0.0013,0.1476967471330515,1022.996,FR,Île-de-France,Paris,52.0,True,"Tourte, François Xavier 'le Jeune'",Bow maker,1748-1835,Tourte,18.0,False
3021,"Raeburn, John",Violin,,Phillip's,1997-07-17,191,1348.0,1565.15,,gbp,1997,7,17,0.4934635298168804,0.5143277002204262,0.5596663319687958,1.672,,2616.9308,1887.9003797854605,0.1075324860532953,0.1414093844930253,0.4160210489496516,0.1483519300655149,0.1621473385621253,0.1328074004059317,1770.30917920497,1603.8796539315028,1.1037668411501496,1.672,0.0416147520558185,0.0047941894566561,6.19,-0.0052999999999999,3.851067902471678,655.5702,,,,,False,"Raeburn, John",Violin maker,,Raeburn,,False
647,"Sartory, Eugène Nicolas",Violin Bow,Paris,Sotheby's,1983-06-23,25,2373.0,5441.478546045157,,gbp,1983,6,23,0.3059166430952,0.2830113152094048,,1.5415,,8388.03917872861,557.5702112785608,0.0308906339345156,0.1268863310894386,0.523587407716303,0.1145211381355181,0.1301930581309587,0.1836558547903292,537.4843945965335,485.35292092049497,1.107409415765272,1.5415,-0.0032331070158421,0.006858107442065,10.9,0.0018999999999999,2.6424010458146387,1374.5574,FR,Île-de-France,Paris,52.0,True,"Sartory, Eugène Nicolas",Bow maker,1871-1946,Sartory,19.0,False
401,"Lucci, Giuseppe",Cello,Rome,Tarisio,2001-05-11,IVAC 5,30887.04276871131,11903.0,19235.0,usd,2001,5,11,0.5463456027941411,0.550330639235856,0.6016837877500579,1.4199,0.8752,30887.04276871131,2280.003788032081,0.0759659873688871,-0.0435028271209065,-0.1460436872820922,0.2645568332187024,0.2491096208252289,0.217830589120892,2207.156585786204,2494.505947816351,0.8848071048771446,1.4199,-0.050615137737363,0.0049452986601849,5.51,0.0058,-3.3641159818407047,490.1659,IT,Lazio,Città metropolitana di Roma Capitale,33.0,True,"Lucci, Giuseppe",Violin maker,1910-1991,Lucci,20.0,False
6743,"Gibbons, Arthur William",Viola,"Norwich, NY",Bonhams,2012-10-31,182,1611.0,1405.9917355371902,1240.0,gbp,2012,10,31,0.7111931671442451,0.7112417340191036,0.7643469529620761,1.611,1.2957,2265.052685950413,1985.62092469214,-0.0331787590529039,0.0569012450726977,0.0756216539119347,0.1002180658982766,0.1231283716555771,0.1552930186295829,2018.0207705707476,1950.8961379996265,1.0344070764525413,1.611,0.032824721118092,0.0042236337403926,1.72,0.0007,3.694562728412613,2418.5412,,,,0.0,False,"Gibbons, Arthur William",,b. 1914,Gibbons,20.0,False
355,"Laberte, Marc André Joseph",Violin,Mirecourt,Tarisio,2005-05-12,37,6734.255658436214,2158.0,3152.0,usd,2005,5,12,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8639,1.268,6734.255658436214,1939.733302240568,-0.0235392014157994,-0.0538948996932011,0.0277703865894269,0.1446095667057506,0.1161977324493206,0.1090952865874703,1972.5736806711104,1968.251698714079,1.00219584820369,1.8639,-0.0291681858430127,0.0046431680024241,4.18,-0.0011,-2.337453794430324,706.0512,FR,Grand Est,Vosges,1.0,False,"Laberte, Marc André Joseph",Bow maker / Violin maker,1880-1963,Laberte,19.0,False
647,"Sartory, Eugène Nicolas",Violin Bow,Paris,Tarisio,2008-03-13,56,15447.0,12191.289752650177,9916.0,gbp,2008,3,13,0.6565001906214258,0.6238060249816312,0.7018614350814861,2.031,1.564,24760.50948763251,2003.7769969625613,-0.0408696253568819,-0.1416061918486596,-0.087992003439789,0.2240783410251476,0.2231859575335018,0.182649456002484,2084.689140758894,2268.7214964872605,0.9188827910286432,2.031,-0.0238392771315966,0.0053306101545439,3.56,-0.0072,-1.2274022105273386,1515.4603,FR,Île-de-France,Paris,52.0,True,"Sartory, Eugène Nicolas",Bow maker,1871-1946,Sartory,19.0,False
1648,"Luff, William H.",Viola,London,Phillip's,1992-11-19,206,7752.0,11018.656,,gbp,1992,11,19,0.4365845559750593,0.4592211609110948,,1.5325,,16886.09032,970.2816546166648,0.0374331123712501,0.004879467398406,0.0816204772045106,0.0869230871689238,0.0923212002220865,0.1049945454133152,956.1451645798252,957.3630576035504,0.9987278671199472,1.5325,-0.2048461578373891,0.0092030704576754,6.81,-0.0006,-1.4110864271987509,767.3199,GB,England,Greater London,32.0,True,"Luff, William H.",Violin maker,1904-1993,Luff,20.0,False
1534,"Chipot, Paul Jean Baptiste",Violin,Vendome,Christie's,2001-03-21,140,2018.0,2596.7658998646816,2244.0,gbp,2001,3,21,0.5417337941042637,0.5429831006612785,0.5952730362246079,1.4293,0.8956,3711.557500676589,2071.3864020682954,-0.1720581965396487,-0.213239371405259,-0.2701525397022691,0.2330022028799078,0.24205988572242,0.2183273983117568,2382.1896741840906,2596.449946094227,0.9174795292193316,1.4293,-0.0004196097629204,0.005132889725668,4.77,-0.0095,1.969731025202583,485.1091,FR,Centre-Val de Loire,Loire-et-Cher,,False,"Chipot, Paul Jean Baptiste",Violin maker,1887-1968,Chipot,19.0,True
504,"Ouchard, Émile François",Violin Bow,Mirecourt,,2023-05-28,,1932.0,1565.0,1892.5288289751504,eur,2023,5,28,0.9350503609508934,0.9485672299779574,0.9511083648721712,1.2332,1.0723,2029.358663310053,4497.565447743151,0.0138353046232633,0.0529530140920184,0.0158648226573556,0.1350011009755351,0.1502867195607436,0.2120632472978305,4396.191120297921,4316.986435539811,1.0183472164994667,1.2332,0.0103227920694741,0.0040783436509443,3.8,0.0031999999999999,6.067726337062173,2081.519,FR,Grand Est,Vosges,,False,"Ouchard, Émile François",Bow maker,1872-1951,Ouchard,19.0,True
1384,"Lamy, Joseph Alfred père",Cello Bow,Paris,Sotheby's,1999-06-15,135,2751.0,3229.33287482806,2648.0,gbp,1999,6,15,0.5109884028384145,0.5341660543717855,0.5727967869004402,1.5944,1.0426,5148.848335625859,2546.359226456148,-0.0394720111841537,0.0315268415691405,0.184861424850391,0.1807623005166136,0.1911796317071272,0.2229256349932892,2600.254717136851,2379.987458035861,1.0925497562423163,1.5944,-0.0267960690960141,0.0037126744834699,5.98,0.0107,-2.4732424893465947,506.6651,FR,Île-de-France,Paris,52.0,True,"Lamy, Joseph Alfred père",Bow maker,1850-1919,Lamy,19.0,False
1449,"Glaesel, Ludwig I",Violin,Markneukirchen,Christie's,2004-07-14,72,486.0,458.92149292149287,393.0,gbp,2004,7,14,0.5823177105751848,0.5709037472446731,0.6401482969027573,1.8564,1.2378,851.9418594594594,1908.70026880218,-0.0097892302702199,-0.0477428385548955,0.0750442604898979,0.0944135956559446,0.1184521693520917,0.118183562224251,1919.6613913091016,1920.680677550368,0.9994693098893636,1.8564,0.0187685215673361,0.0042501482966182,4.5,0.0075999999999999,-1.7495332845145029,695.0673,DE,Saxony,,1.0,False,"Glaesel, Ludwig I",Violin maker,c. 1931,Glaesel,20.0,False
10093,"Mougenot, Léon Victor",Violin,Paris,Tarisio,2008-10-22,164,2649.0,2553.6288659793818,2063.0,gbp,2008,10,22,0.665862162261877,0.6414401175606171,0.7108210396230787,1.6334,1.2851,4171.097389690722,1346.7952980697833,-0.2646901781038402,-0.3338453124467183,-0.4306642243579039,0.7328081969496986,0.4597686244787421,0.3241039921725227,1731.0943507447976,1949.137063232868,0.8881337199927738,1.6334,-0.1634743419031035,0.0132202819191236,3.65,-0.0051,-8.79315064601073,1092.7937,FR,Île-de-France,Paris,52.0,True,"Mougenot, Léon Victor",Violin maker,1874-1954,Mougenot,19.0,False
687,"Simoutre, Nicolas",Violin,Paris,Sotheby's,1987-04-30,25,5480.0,9717.436429795724,,gbp,1987,4,30,0.346500559566121,0.3395957384276267,,1.6605,,16135.803191675805,832.2064059943781,-0.020340201333897,0.1321465488489204,0.1848830864824739,0.2166372805958193,0.1678000420749585,0.1580532029712678,839.9195045440922,758.4487572146858,1.1074176027772769,1.6605,0.16183879093199,0.0049828653576769,8.21,0.01135,-4.798760107114047,1309.0946,FR,Île-de-France,Paris,52.0,True,"Simoutre, Nicolas",Violin maker,1788-1870,Simoutre,18.0,False
490,"Norris, John",Violin Bow,Bath,Sotheby's,1994-11-01,167,1126.0,1440.3220858895704,,gbp,1994,11,1,0.4602585072497632,0.4790595150624541,,1.6347,,2354.494513803681,1017.7324395951736,0.0088944033681848,0.0458460416538586,-0.0260936639763766,0.1088143917759872,0.0934605557119348,0.0959398828024867,1015.27430818458,1011.3977128690706,1.0038329089201838,1.6347,0.0515921518173045,0.0036294900063807,7.91,0.0065,-3.449780766398922,834.7483,GB,England,Bath and North East Somerset,,False,"Norris, John",Bow maker,1739-1818,Norris,18.0,True
48,"Bazin, Charles Nicolas",Violin Bow,Mirecourt,Tarisio,2007-10-25,317,4553.366102538576,1428.0,2044.0,usd,2007,10,25,0.6423819069521479,0.6157237325495958,0.6885765042094695,2.0497,1.4326,4553.366102538576,2357.476149350628,0.0183411826886836,-0.0153438408170737,0.0619271383632462,0.1411401637977559,0.1776629260690616,0.1346764135676407,2344.3198851908555,2324.3377899014063,1.0085968981687023,2.0497,0.0285011791861107,0.0043167485849082,4.37,-0.0079,0.9364461914314832,1196.9515,FR,Grand Est,Vosges,1.0,False,"Bazin, Charles Nicolas",Bow maker,1847-1915,Bazin,19.0,False
17,"Antoniazzi, Gaetano",Violin,Milan,Brompton's,2018-10-29,220,46131.0,45919.40018744142,40519.0,gbp,2018,10,29,0.7775048270264286,0.7839823659074211,0.8085270719085503,1.2806,1.1373,58804.38388003748,3397.085018882101,-0.0873055519748791,-0.0428649246443304,-0.0018618501600343,0.1879253227744505,0.1287847249792014,0.1404466976092717,3673.447514566507,3582.206126545017,1.0254707252453643,1.2806,-0.0351115129596142,0.0044955319892596,3.08,0.0020999999999999,-2.1694233635343,1581.1477,IT,Lombardy,Città metropolitana di Milano,42.0,True,"Antoniazzi, Gaetano",Violin maker,1825-1897,Antoniazzi,19.0,False
628,"Roth, Ernst Heinrich",Violin,Markneukirchen,Christie's,1989-11-22,339,826.0,1379.2859884836853,,gbp,1989,11,22,0.387084476037042,0.3828067597354886,,1.5625,,2155.1343570057584,883.2955719706783,-0.044524230499402,0.0195756971316392,0.214505329377235,0.228257198212372,0.1591286772312885,0.1309497208456466,891.9334835247123,850.5518254656142,1.0486527179416076,1.5625,-0.0360888340530536,0.005681051435843,7.81,-0.0028,-2.4329929538417696,1058.5545,DE,Saxony,,1.0,False,"Roth, Ernst Heinrich",Bow maker / Violin maker,1877-1948,Roth,19.0,False
2876,"Beare, John & Arthur",Violin Bow,London,Sotheby's,1996-11-05,58,1796.0,2147.7052023121387,,gbp,1996,11,5,0.4876219054763691,0.5084496693607642,0.5524832007414845,1.6468,,3536.84092716763,1464.5363685021034,0.0363585862744981,0.0521222405996091,0.1796052226982181,0.0781635300954975,0.1162759285360061,0.1126048544818066,1415.7386039289509,1373.1709117211265,1.030999558645231,1.6468,0.0585588481069614,0.0034995263086904,6.28,-0.0051999999999999,1.4235080781277043,776.2162,GB,England,Greater London,32.0,True,"Beare, John & Arthur",–,,Beare,,False
79,"Blondelet, Hugues Emile",Violin,Paris,Christie's,2000-11-15,200,1842.0,2376.232432432432,2143.0,gbp,2000,11,15,0.5352772619384354,0.5437178545187362,0.5905615200432532,1.4285,0.8576,3394.4480297297296,2596.43021928624,-0.0315886078572635,-0.068504956608774,-0.0476357980992924,0.2487744834762142,0.1783411874735792,0.2092836144779552,2650.538175019961,2720.8034037563466,0.9741748232748544,1.4285,-0.0565975432571653,0.0058921947676998,5.72,-0.0037,-1.3262641894697786,495.0705,FR,Île-de-France,Paris,,False,"Blondelet, Hugues Emile",Violin maker,1875-1928,Blondelet,19.0,True
1095,"Vatelot, Étienne",Viola,Paris,Vichy-Enchères,2020-12-03,70,17793.0,13220.0,18016.21531145982,eur,2020,12,3,0.8008375044580817,0.8038207200587804,0.8121572565072991,1.3497,1.2145,21880.693495767948,4578.6067089657045,0.0669321092098473,0.1332795302361462,0.1621358826900514,0.1954642745592156,0.1836090268411272,0.3439808543626911,4342.668377335855,3966.756910275127,1.094765440777831,1.3497,0.0409532623785284,0.0053491842919768,0.92,0.0037,0.0228140748071873,2298.0442,FR,Île-de-France,Paris,52.0,True,"Vatelot, Étienne",–,,Vatelot,,False
