maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
1205,"Giacchetti, Giuseppe",Violin,Rome,Tarisio,2019-03-18,155,5958.0,5723.831775700935,5252.0,gbp,2019,3,18,0.7815539950561411,0.7861866274797943,0.8059782188924075,1.322,1.1335,7566.905607476636,3624.7526841734752,0.0408338107606305,0.031495194470791,0.0123066711433861,0.0893816919443222,0.1957997680150093,0.1624789737710577,3491.168117167144,3550.0243190876718,0.9834209017656385,1.322,0.0064712599923868,0.0056642986231055,2.6,-0.00565,2.820946158587448,1667.767,IT,Lazio,Città metropolitana di Roma Capitale,33.0,True,"Giacchetti, Giuseppe",Violin maker,1890-1980,Giacchetti,19.0,False
1626,"Hill & Sons, W. E. Firm",Cello Bow,London,Christie's,1993-03-17,20,1251.0,1862.1936507936507,,gbp,1993,3,17,0.4415038185775952,0.4628949301983835,,1.4491,,2698.504819365079,1015.4159005983828,0.00948828815586,0.0597000142790486,0.0629003534317342,0.1278745086410666,0.0927290936554846,0.0978696827909622,1004.0328209657376,974.3809692506552,1.0304314766511562,1.4491,-0.0605510534846028,0.0069493937576871,6.02,-0.0083,1.4185335638901984,744.7274,GB,England,Greater London,32.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
628,"Roth, Ernst Heinrich",Violin,Markneukirchen,Brompton's,2010-03-08,39,1175.0,1187.4496644295302,860.0,gbp,2010,3,8,0.6691150246578038,0.65686994856723,0.7172317911485286,1.507,1.3633,1789.486644295302,1701.5011740055415,0.0382882799473571,0.0599312949278592,0.6283054468568654,0.1578211788058359,0.160757447245061,0.2261267076647319,1666.9222311850058,1565.3464456073748,1.0648902904929891,1.507,-0.0796384512031269,0.0060688305061418,3.72,0.0027,2.5676014614410656,1676.8417,DE,Saxony,Regierungsbezirk Mittelfranken,,False,"Roth, Ernst Heinrich",Bow maker / Violin maker,1877-1948,Roth,19.0,True
647,"Sartory, Eugène Nicolas",Violin Bow,Paris,Tarisio,2011-06-22,69,18389.0,16594.010695187164,12773.0,gbp,2011,6,22,0.6939911207310024,0.6869948567229979,0.7406348961149302,1.6134,1.4352,26772.776855614968,1854.6923385599705,-0.0505762440354865,-0.0505393409785656,0.1381515710591954,0.1408802057092039,0.1371903055193158,0.1446829010366745,1902.3677591118249,1850.8598151483332,1.0278291978365544,1.6134,0.0012411567580985,0.0050485083845753,3.01,-0.0061,2.4949512544582637,2227.406,FR,Île-de-France,Paris,52.0,True,"Sartory, Eugène Nicolas",Bow maker,1871-1946,Sartory,19.0,False
1367,"Owen, John William",Violin,Leeds,Christie's,1988-06-21,131,1080.0,1708.3091286307051,,gbp,1988,6,21,0.3627956169370211,0.3541513592946363,,1.7858,,3050.698441908714,748.823857689809,0.0544899832092695,0.0434281700068344,-0.1527746246773845,0.1789427399619202,0.1717271561475979,0.3329615697076767,724.4325227384777,738.4379837213429,0.9810336666157328,1.7858,0.0132198581560283,0.0054920845642083,9.03,0.0071999999999999,-0.5220213715149528,1244.3067,GB,England,City and Borough of Leeds,20.0,True,"Owen, John William",,1852-1933,Owen,19.0,False
1373,"Hill, Joseph I",Cello,London,Phillip's,1997-07-17,319,36599.0,42482.642857142855,,gbp,1997,7,17,0.4934635298168804,0.5143277002204262,0.5596663319687958,1.672,,71030.97885714285,1887.9003797854605,0.1075324860532953,0.1414093844930253,0.4160210489496516,0.1483519300655149,0.1621473385621253,0.1328074004059317,1770.30917920497,1603.8796539315028,1.1037668411501496,1.672,0.0416147520558185,0.0047941894566561,6.19,-0.0052999999999999,3.851067902471678,655.5702,GB,England,Greater London,32.0,True,"Hill, Joseph I",Violin maker,1715-1784,Hill,18.0,False
1115,"Caussin, François",Violin,Neufchateau,Ingles & Hayday,2015-03-30,2,8880.0,8198.795180722891,8188.0,gbp,2015,3,30,0.7259571040301058,0.7318148420279207,0.7723797018614351,1.4806,1.0832,12139.136144578311,2873.7786002130747,-0.0110125733168964,0.022143898343524,0.1238990646678159,0.1201955436578912,0.1366480388506304,0.1184604965057321,2864.9799680359724,2766.895967804774,1.0354491102565802,1.4806,-0.0549562775260101,0.0052990105202998,1.96,-0.0033999999999999,-0.9971790576990228,1633.2921,FR,Grand Est,Vosges,3.0,True,"Caussin, François",Violin maker,1794-1866,Caussin,18.0,False
134,"Collin-Mézin, Charles fils",Violin,Paris,Tarisio,2012-07-27,326,6388.513513513513,2861.0,3653.0,usd,2012,7,27,0.7043892120571127,0.7031594415870683,0.7541515408975052,1.5714,1.2317,6388.513513513513,1967.6195304801872,0.0444906462210612,-0.0126698914918682,0.0507817829270751,0.167155781955827,0.1534960688604686,0.2331425013060312,1892.249647372396,1878.7187581107344,1.007202189898433,1.5714,-0.0082049987376925,0.0055185053282883,1.58,-0.0066999999999999,2.2633147529028177,2303.8115,FR,Île-de-France,Paris,52.0,True,"Collin-Mézin, Charles fils",Violin maker,1870-1934,Collin-Mézin,19.0,False
5092,"Colin, Jean Baptiste",Viola,Mirecourt,Sotheby's,1993-04-29,319,3251.0,4443.643533123029,,gbp,1993,4,29,0.4427336342282292,0.4658339456282145,,1.5752,,6999.627293375394,991.3184378085666,-0.0237316185177084,-0.0199203760321473,0.0246407740278391,0.1033765377110791,0.1011274832557853,0.0949566814114756,1008.6815574509744,983.0338260302352,1.0260903854390362,1.5752,-0.0033533691869661,0.0088175980828331,5.99,-0.007,2.137216256652977,804.0952,FR,Grand Est,Vosges,1.0,False,"Colin, Jean Baptiste",Violin maker,c. 1893,Colin,19.0,False
1603,"Thomachot, Stephane",Violin Bow,Paris,Tarisio,2021-11-02,8,13898.0,12166.695880806312,11990.0,gbp,2021,11,2,0.8545620011560267,0.8383541513592946,0.8488452923457172,1.3611,1.1579,16560.08976336547,5418.740707028327,0.0495730341891169,0.0574183103353398,0.3097083794478847,0.1242930790463728,0.1082171746870333,0.1257971937693593,5275.681101854602,5076.094337388589,1.0393189628088533,1.3611,-0.0197335253871084,0.0048133743917156,1.56,0.0007,0.0756961017096747,2091.4587,FR,Île-de-France,Paris,,False,"Thomachot, Stephane",Bow maker,,Thomachot,,True
2484,"Quenoil, René",Violin,,Millon & Associés (Gilles Chancereul),2003-03-30,43,155.0,99.0,230.36797232175957,eur,2003,3,30,0.5663301071169431,0.5613519470977223,0.6250868927164595,1.5679,1.0777,248.26756377116027,1524.7291096634096,0.0501283162973518,-0.0658636777739167,-0.2694849553756446,0.2591730944929413,0.2268786005935534,0.2731448919893468,1507.0765328145696,1593.380461552071,0.9458359564335094,1.5679,-0.0134650475051908,0.0051733400863795,3.92,-0.0025999999999999,-0.1869901259710598,585.5242,,,,,False,"Quenoil, René",Violin maker,,Quenoil,,False
317,"Jombar, Paul",Violin,Paris,Christie's,1986-03-18,229,2073.0,4352.374800357512,,gbp,1986,3,18,0.3345098569724398,0.3225825128581925,,1.4722,,6407.5661810863285,704.8521706154768,0.107045892387575,0.2254276023354164,0.3035897955069817,0.1148178308297134,0.1263724896348751,0.106942552134235,647.2178508476376,594.8468211742866,1.0880412028931503,1.4722,0.0356665494196271,0.0094702211841835,7.83,-0.0191,4.018427930141878,1049.5954,FR,Île-de-France,Paris,52.0,True,"Jombar, Paul",Violin maker,1868-1949,Jombar,19.0,False
9643,"Mayson, Walter H.",Viola,Windermere,Christie's,1986-05-20,53,1394.0,2813.7756768139016,,gbp,1986,5,20,0.3348173108850983,0.326252020573108,,1.519,,4274.125253080316,705.1905410332237,0.0083057362511707,0.1537564964131705,0.2262332999015281,0.1303797472678129,0.1313150958391646,0.1163344493515189,707.9628417163477,624.0694363823551,1.13442960100772,1.519,0.0514293624974042,0.0080759257196232,7.88,-0.0154999999999999,2.808399037759675,1003.6249,GB,England,Cumbria,12.0,True,"Mayson, Walter H.",Violin maker,1835-1904,Mayson,19.0,False
1553,"Colas, Prosper",Violin Bow,Paris,Tarisio,2016-10-25,45,1872.0,2054.8956692913384,1722.0,gbp,2016,10,25,0.7432052685302474,0.7465099191770757,0.7797945469993048,1.2133,1.0889,2493.204915551181,2883.671581537169,0.0063333857517196,0.0316896534354318,0.0180971847177697,0.0911175419370581,0.1238504873186193,0.1406459760447217,2908.6752828727185,2812.688416446744,1.0341263774062943,1.2133,-0.1742888253708996,0.0059422750472188,1.77,0.0006,1.6745291609066242,1713.9948,FR,Île-de-France,Paris,,False,"Colas, Prosper",Bow maker,1842-1919,Colas,19.0,True
1436,"Guersan, Louis",Violin,Paris,Sotheby's,2006-11-07,27,2979.0,2582.919708029197,2336.0,gbp,2006,11,7,0.6195196340068624,0.6039676708302719,0.6715069127983316,1.909,1.2776,4930.793722627737,2232.1164494441105,0.0419783831793405,0.0962429857111286,0.1089827989148792,0.0701902870827264,0.0923825999919131,0.1003214820498097,2158.194692311616,2087.554800332934,1.0338385808925423,1.909,0.0351371868560892,0.0039558030897415,4.66,-0.0053,7.66736633613102,1007.8777,FR,Île-de-France,Paris,,False,"Guersan, Louis",Violin maker,c. 1700-1770,Guersan,17.0,True
802,"Voirin, François Nicolas",Violin Bow,Paris,Tarisio,2010-05-03,211,17889.17306052856,7873.0,9065.0,usd,2010,5,3,0.6707967975600457,0.6620132255694342,0.7210164516876496,1.5313,1.3194,17889.17306052856,1792.2864482041684,0.0339216878539105,0.0681541706708188,0.3429252869943138,0.1330685480495479,0.1392156302859235,0.1752087782757302,1743.6265732954168,1639.7695352473957,1.0633363627116978,,,,3.72,-0.0012999999999999,1.909047402938863,1761.9345,FR,Île-de-France,Paris,52.0,True,"Voirin, François Nicolas",Bow maker,1833-1885,Voirin,19.0,False
44,"Bazin, Charles Alfred",Violin Bow,Mirecourt,Tarisio,2018-02-22,64,2664.8114992108144,1464.0,1655.0,usd,2018,2,22,0.7655325716675071,0.7707567964731815,0.7861280605545686,1.3937,1.233,2664.8114992108144,3532.1292143685664,-0.0216394294180862,0.0500792739098023,0.1196146914696993,0.2144037625514202,0.1318311418000241,0.0969896142259535,3581.746087645968,3368.892973027392,1.0631819165294825,1.3937,0.0493148622195451,0.0068164203350265,2.92,0.0058999999999999,-6.489712147443981,1739.2207,FR,Grand Est,Vosges,,False,"Bazin, Charles Alfred",Bow maker,1907-1987,Bazin,20.0,True
561,"Pollastri, Gaetano",Violin,Bologna,Sotheby's,1997-11-18,96,31197.0,35470.821529745044,,gbp,1997,11,18,0.4965380689434653,0.5187362233651727,0.5622151849849386,1.6942,,60094.66583569405,1889.5428954019933,-0.0450698465214599,0.0152883359263196,0.2414877391344061,0.3102648010650767,0.2233838995398017,0.1789880866452915,1899.3531862826935,1768.982635426285,1.0736980387741295,1.6942,0.003494639578274,0.0055504569388952,5.85,-0.0041,0.1411366154241446,617.2739,IT,Emilia-Romagna,Bologna,5.0,True,"Pollastri, Gaetano",Violin maker,1886-1960,Pollastri,19.0,False
796,"Vigneron, Joseph Arthur père",Violin Bow,Paris,Sotheby's,2004-03-30,66,6143.0,5915.860284605434,5041.0,gbp,2004,3,30,0.576168632322015,0.567964731814842,0.6358229705723333,1.8272,1.2169,10809.459912031049,1956.024567769477,-0.0321581339750746,0.0729195368310076,0.3060383557192707,0.1296988152233591,0.1167565934530552,0.1373643807110156,1977.7550576536532,1859.4696110082295,1.0636124655897377,1.8272,0.0723634016080756,0.0083328522959624,3.91,-0.0028,1.2821343145793205,731.2095,FR,Île-de-France,Paris,52.0,True,"Vigneron, Joseph Arthur père",Bow maker,1851-1905,Vigneron,19.0,False
683,"Silvestre, Pierre & Hippolyte",Viola,Lyon,Sotheby's,1987-06-09,88,7308.0,12943.870196438424,,gbp,1987,6,9,0.3489601908673889,0.3399292432035268,,1.656,,21435.04904530203,851.9023274269945,0.0473854707204639,0.0620472322204452,0.1971081410656741,0.1668185659389089,0.1731141434452159,0.1605886942463691,834.714338798913,774.7111037248761,1.0774524010118562,1.656,0.0732339598185354,0.0071856511345655,8.56,0.0131,-8.361996038520793,1297.3572,FR,Rhône-Alpes,Rhône,3.0,True,"Silvestre, Pierre & Hippolyte",Violin maker,1831-1859,Silvestre,19.0,False
809,"Vuillaume, Jean-Baptiste",Cello,Paris,Brompton's,2014-10-27,142,271149.0,228419.5804195804,212283.0,gbp,2014,10,27,0.7299970484424384,0.7354886113152094,0.772843129682552,1.6133,1.2696,368509.3090909091,2687.175255116789,-0.0088499384267175,0.0049341078657156,0.0964593486065734,0.1654891384877476,0.117219746241474,0.1107319829201697,2690.79314515416,2618.5040820699,1.02760700797805,1.6133,-0.0520037607239394,0.0043283763634271,2.27,-0.0035999999999999,-0.184707160472629,1678.2808,FR,Île-de-France,Paris,52.0,True,"Vuillaume, Jean-Baptiste",Bow maker / Violin maker,1798-1875,Vuillaume,18.0,False
711,"Stanley, Robert A.",Violin,Manchester,Skinner,2009-05-03,284,675.2762980697293,298.0,334.0,usd,2009,5,3,0.6575086394549456,0.6458486407053637,0.7090445663087974,1.4857,1.3269,675.2762980697293,1334.6136717818445,0.1132257712769142,-0.0284349656004908,-0.3692715293469019,0.3644706889561974,0.3802561562922985,0.4471049908192699,1218.590439525673,1458.0592634242537,0.8357619406112563,1.4857,-0.004089019975868,0.0121499283880842,3.21,0.0104999999999999,-1.4768672479755778,1347.2066,GB,England,Manchester,41.0,True,"Stanley, Robert A.",Violin maker,,Stanley,,False
1626,"Hill & Sons, W. E. Firm",Violin Bow,London,Bonhams,2003-02-01,107,2648.0,2879.382391590014,2448.0,gbp,2003,2,1,0.5629481140776997,0.5591476855253489,0.6214567081177106,1.6437,1.0766,4732.840837056506,1531.7454065512457,-0.0565427164498448,0.0224342232182546,-0.2620449860275068,0.2187398521729397,0.2708850969655572,0.2656137485847384,1617.9074427788582,1681.1081664378444,0.9624053199426756,1.6437,0.0556162096204482,0.0037371947689846,4.0,0.0031,0.1348236206611385,658.9172,GB,England,Greater London,32.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
895,"Lamy, Alfred dit neveu",Violin Bow,Paris,Bonhams,2002-11-11,125,4205.0,4730.413929040737,4152.0,gbp,2002,11,11,0.5574139436498469,0.5591476855253489,0.616281764115239,1.5883,1.0107,7513.316443495402,1571.8838978161737,0.0729321526885997,-0.1199553154067059,-0.2347279188164569,0.3334219114338803,0.3490493788751452,0.2555228247611868,1555.8838444837468,1800.4025328007608,0.8641866561159335,1.5883,0.0439726567635072,0.0039097883596979,3.845,-0.00995,0.6976355453536865,576.5912,FR,Île-de-France,Paris,,False,"Lamy, Alfred dit neveu",Bow maker,1886-1922,Lamy,19.0,True
175,"Fétique, Victor François",Violin Bow,Paris,Ingles & Hayday,2019-10-19,47,10904.0,10556.23268698061,9762.0,gbp,2019,10,19,0.791220346070124,0.7957384276267451,0.8143971576426972,1.2899,1.1165,13616.484542936289,3774.16982008096,0.0002277967308375,0.032085271967974,0.0445766937801699,0.1215729089769041,0.1436315203005231,0.1640748638833681,3728.853858925748,3649.5891213452473,1.0217188113360234,1.2899,0.0169504888047935,0.0082255869632398,1.76,-0.0032999999999999,1.5568731585268252,1882.7878,FR,Île-de-France,Paris,52.0,True,"Fétique, Victor François",Bow maker,1872-1933,Fétique,19.0,False
802,"Voirin, François Nicolas",Violin Bow,Paris,Tarisio,2009-07-02,121,1590.38200890639,642.0,750.0,usd,2009,7,2,0.6621050754491902,0.6465833945628214,0.7058005715609793,1.6369,1.3944,1590.38200890639,1353.893839738353,-0.0146912178608421,0.1424508843033425,-0.2741914193885352,0.2232316586518969,0.3325555847480073,0.4529640444149241,1376.3627054887702,1351.9096353558562,1.0180877992828845,1.6369,0.1430067732700231,0.0087772254360684,3.51,0.0052999999999999,-0.2708635497947949,1402.5719,FR,Île-de-France,Paris,52.0,True,"Voirin, François Nicolas",Bow maker,1833-1885,Voirin,19.0,False
522,"Peccatte, Dominique",Violin Bow,Paris,Sotheby's,1986-05-22,71,15600.0,32030.45296590988,,gbp,1986,5,22,0.3348173108850983,0.326252020573108,,1.496,,47917.557637001184,717.1672052511981,0.0127664737555344,0.1694902578105959,0.2547309310985257,0.1389089965182239,0.1349385992678616,0.1177401912148932,708.6147383777046,625.4711772420602,1.1329294844604283,1.496,0.0428720808644125,0.0076545714510354,7.88,-0.0142,2.6723460117867783,1010.7691,FR,Île-de-France,Paris,52.0,True,"Peccatte, Dominique",Bow maker,1810-1874,Peccatte,19.0,False
854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,Tarisio,2009-03-13,65,2125.0,2371.226804123712,1647.0,gbp,2009,3,13,0.6539821430767527,0.6414401175606171,0.7062639993820963,1.3971,1.2927,3312.8409680412374,1156.83584911611,-0.1114133463006225,-0.2048586117424439,-0.4226723578174082,0.425278151399546,0.4963944060527093,0.4344710881739144,1247.467374205435,1574.577222939643,0.7922554423062761,1.3971,-0.1308864696734059,0.0119006566202534,2.89,-0.0093999999999999,-0.5732215115049122,1417.7757,DE,Saxony,,1.0,False,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,False
119,"Cavalli, Aristide",Violin,Cremona,Bonhams,1996-11-20,73,6561.0,7690.043352601156,,gbp,1996,11,20,0.4876219054763691,0.5084496693607642,0.5524832007414845,1.6768,,12894.664693641618,1525.6697942645735,0.0657387306192003,0.1719923732305903,0.2040379769852889,0.0786786886767586,0.0977597325891435,0.1127644437356618,1447.57285953183,1382.733203295404,1.0468923839261954,1.6768,0.0765971107544141,0.0035161994531593,6.14,-0.0069,1.813556799639202,775.3958,IT,Lombardy,Provincia di Cremona,4.0,True,"Cavalli, Aristide",Violin maker,1856-1931,Cavalli,19.0,False
1035,"Cuniot, Eugène ""Cuniot-Hury""",Violin Bow,Mirecourt,Tarisio,2011-05-06,120,4750.011506257634,2010.0,2276.0,usd,2011,5,6,0.6947351591996359,0.6869948567229979,0.7407121340851163,1.6423,1.4339,4750.011506257634,1929.0803602279773,0.0120108479041729,0.0329340902087014,0.1648611210833825,0.0894563628031846,0.1217896013468624,0.1694635774494779,1915.4653055983931,1809.1830598676136,1.0587459876716714,1.6423,0.0664978245340606,0.0059127610587067,3.19,-0.0010999999999999,-0.8825014334942864,2151.5393,FR,Grand Est,Vosges,1.0,False,"Cuniot, Eugène ""Cuniot-Hury""",Bow maker,1861-1910,Cuniot,19.0,False
467,"Morizot, Louis frères",Violin Bow,Mirecourt,Tarisio,2018-10-29,72,2460.0,2449.0346766635425,2161.0,gbp,2018,10,29,0.7775048270264286,0.7839823659074211,0.8085270719085503,1.2806,1.1373,3136.2338069353323,3397.085018882101,-0.0873055519748791,-0.0428649246443304,-0.0018618501600343,0.1879253227744505,0.1287847249792014,0.1404466976092717,3673.447514566507,3582.206126545017,1.0254707252453643,1.2806,-0.0351115129596142,0.0044955319892596,3.08,0.0020999999999999,-2.1694233635343,1581.1477,FR,Grand Est,Vosges,,False,"Morizot, Louis frères",Bow maker,1937-1970,Morizot,20.0,True
1521,"Hoyer, Otto A.",Violin Bow,Markneukirchen,Christie's,2006-05-16,164,1541.9354074074076,510.0,749.0,usd,2006,5,16,0.6225941731334472,0.597354886113152,0.6703483432455396,1.8856,1.2854,1541.9354074074076,2075.316493168885,-0.0093316770178835,-0.006438043726359,0.0640880681496882,0.0994374317210639,0.0921376718788788,0.0947881236752534,2104.980919507214,2057.3707564448764,1.0231412655755872,1.8856,0.0741099401879805,0.0053155035621769,5.1,0.0066999999999999,-2.5926434900419486,1106.8205,DE,Saxony,Paris,,False,"Hoyer, Otto A.",Bow maker,1889-1966,Hoyer,19.0,True
2434,"Rossi, Domenico",Violin,Szekesfehervar,,2023-06-01,,10958.0,8753.0,10705.789874443097,eur,2023,6,1,0.9380695583731996,0.9507714915503308,0.9535027419479416,1.2524,1.076,11519.429904900771,4499.687663728629,0.0101925186423079,0.0296150979617249,-0.0213910179772707,0.1373099483611496,0.1459453434374647,0.2097779752384087,4409.700564821288,4314.124529639013,1.022154213334744,1.2524,0.0133505947083096,0.004365735102843,3.61,0.0011999999999999,6.20497654653437,2108.4525,HU,Fejér,,1.0,False,"Rossi, Domenico",Violin maker,c. 1850-1910,Rossi,19.0,False
1337,"Finkel, Johannes S.",Viola Bow,Brienz,Tarisio,2010-07-31,92,1253.2013522253465,535.0,645.0,usd,2010,7,31,0.6702833495259061,0.6612784717119765,0.7179269328802039,1.5661,1.3049,1253.2013522253465,1643.4840226377446,-0.013146929264059,-0.0634407188272816,0.1027708262559943,0.2082159726965268,0.2307755328344082,0.1861476965722748,1613.539333295633,1668.5861267419148,0.9670099178196055,1.5661,0.0392169873921699,0.0049787452818198,2.94,-0.0092,2.97667038522582,1761.0463,CH,Bern,Interlaken-Oberhasli District,2.0,True,"Finkel, Johannes S.",Bow maker,b. 1947,Finkel,20.0,False
1373,"Hill, Joseph I",Cello,London,Brompton's,2017-03-27,131,9821.0,10336.708860759492,9027.0,gbp,2017,3,27,0.7495757136005312,0.754592211609111,0.7838881594191704,1.257,1.0864,12993.24303797468,3123.8873477409925,0.010184489224134,0.0711016958774464,0.1227716766379125,0.0723438315388473,0.0685564377637387,0.099715808564774,3114.9150722618733,2970.832139340489,1.048499183448773,1.257,0.0118328906061337,0.0048190865859342,2.38,0.0004999999999999,1.0174368734991182,1672.6663,GB,England,Greater London,32.0,True,"Hill, Joseph I",Violin maker,1715-1784,Hill,18.0,False
227,"Grünke, Klaus",Violin Bow,Bubenreuth,Vichy-Enchères,2018-12-05,151,6318.0,4970.0,6943.225372417107,eur,2018,12,5,0.7724256883893105,0.786921381337252,0.8036610797868232,1.2738,1.1347,7878.4778300816915,3495.5596365833085,-0.0138124279100949,-0.0391839118961097,0.003792997149987,0.2321421690981936,0.1639067888301689,0.1546090845718317,3566.3408270766217,3570.312276450267,0.9988876464952826,1.2727,-0.0317991631799163,0.0064122868615026,2.91,-0.0004999999999999,-5.523492228115528,1602.07,DE,Bavaria,Regierungsbezirk Mittelfranken,,False,"Grünke, Klaus",Bow maker,,Grünke,,True
722,"Stradivari, Antonio",Violin,Cremona,Sotheby Parke Bernet,1976-10-29,-,337048.70466321247,37783.0,,usd,1976,10,29,0.1780158154292671,0.1382502571638501,,1.586,,337048.70466321247,578.0385370690012,-0.0367286710280508,-0.0223236879700038,0.0957816063115817,0.125157214616731,0.1018967900781245,0.1168058945657082,582.8871788065757,586.0626531886061,0.9945816810459538,1.586,-0.1044101869106103,0.0087392895898318,7.42,-0.0041,1.8012075275804256,691.7925,IT,Lombardy,Provincia di Cremona,4.0,True,"Stradivari, Antonio",Violin maker,c. 1644-1737,Stradivari,17.0,False
588,"Radrizzani, Angelo",Violin,Vevey,Sotheby's,2009-10-06,3,8946.0,8660.209276018099,6077.0,gbp,2009,10,6,0.6646446447677493,0.6495224099926525,0.7099714219510311,1.5933,1.4715,13798.311439479636,1586.8930548168069,0.0267914827181046,0.1351871062127465,-0.0002251642900066,0.165145229486945,0.1834408336185083,0.4226965041143229,1543.3496350444557,1370.6397947361413,1.1260067312882611,1.5933,-0.0301314828341856,0.0073863176750724,3.27,-0.0037999999999999,4.242859850644323,1566.0248,CH,Vaud,Riviera-Pays-d'Enhaut District,,False,"Radrizzani, Angelo",Violin maker,1870-1955,Radrizzani,19.0,True
1032,"Hoing, Clifford A.",Violin,High Wycombe,Sotheby's,2008-03-11,175,6012.0,4809.187279151944,3909.0,gbp,2008,3,11,0.6565001906214258,0.6238060249816312,0.7018614350814861,2.0037,1.533,9636.168551236748,2011.6521568165424,-0.0357843519118004,-0.1559555511130039,-0.0970551134919331,0.2234206360777604,0.2295438418871219,0.1835984262973621,2096.0095786602355,2272.4609007984063,0.9223523176675223,2.0037,-0.0374693759907769,0.0050468102699454,3.6,-0.0077999999999999,-1.25362719773958,1482.1016,GB,England,Buckinghamshire,,False,"Hoing, Clifford A.",,1903-1989,Hoing,20.0,True
944,"Rau, August",Cello Bow,Markneukirchen,Phillip's,1988-09-15,210,568.0,944.5954825462012,,gbp,1988,9,15,0.368329787364874,0.3578251285819251,,1.6777,,1584.7478410677616,727.9617725220746,-0.024326043659182,0.0251120999963829,-0.1827170942817749,0.1440654029781903,0.1594609436083453,0.3339228619319729,726.319657385628,721.827801832408,1.0062228907529152,1.6777,-0.1088861741116482,0.0065034515303633,8.91,-0.0012999999999999,-1.7552659980864074,1132.2706,DE,Saxony,,,False,"Rau, August",Bow maker,1866-1951,Rau,19.0,True
1292,"Tubbs, James",Violin Bow,London,Phillip's,1985-06-27,152,1705.0,4147.736743897827,,gbp,1985,6,27,0.3308204100205379,0.3182458486407054,,1.2936,,5365.51225190623,578.0477562302374,0.0333631382482528,0.038914824439012,0.2058283264427689,0.1002195087017201,0.0921715624592166,0.1171320588276338,562.7570131238765,536.3743258394984,1.0491870807632069,1.2936,0.1733333333333333,0.0097820340714672,10.39,-0.0125,4.8245159959442585,952.1783,GB,England,Greater London,,False,"Tubbs, James",Bow maker,1835-1921,Tubbs,19.0,True
1711,Bazin Family,Violin Bow,Mirecourt,Skinner,2004-05-02,132,4649.160000000001,1523.0,2262.0,usd,2004,5,2,0.5813953488372092,0.5723732549595886,0.6411523905151774,1.7735,1.1973,4649.160000000001,1915.6997631991767,-0.0165316796233847,-0.0028958468176853,0.1795214894480261,0.1303075478167361,0.1181020243452054,0.1308795834913364,1960.2634314497093,1881.6461132199636,1.041781139225597,1.7735,0.0062982296867908,0.0082112946376132,4.53,0.0036,-1.451862075072047,669.8807,FR,Grand Est,Vosges,,False,Bazin Family,Bow maker,,Bazin Family,,True
48,"Bazin, Charles Nicolas",Violin Bow,Mirecourt,Tarisio,2013-03-28,59,1999.0,1836.9325153374236,1561.0,gbp,2013,3,28,0.7156696961125527,0.7185892725936811,0.7693674210241754,1.5181,1.2814,2788.6472515337423,2192.61755797393,0.0294462547889662,0.1467906745751075,0.0916955294509651,0.1067347791023271,0.1050057841320505,0.1278260784059423,2136.0780188783697,2023.1382739051376,1.0558240365623808,1.5181,-0.0460600728917933,0.0046847866793316,1.87,0.00175,-1.3079396551507052,2230.3166,FR,Grand Est,Vosges,1.0,False,"Bazin, Charles Nicolas",Bow maker,1847-1915,Bazin,19.0,False
802,"Voirin, François Nicolas",Cello Bow,Paris,Tarisio,2005-07-21,176,1436.5019242579324,494.0,708.0,usd,2005,7,21,0.6007649453346944,0.5841293166789125,0.6538966555958909,1.7455,1.217,1436.5019242579324,2042.4627778155384,0.022364607449655,0.0058192592503238,0.0843534934679992,0.0872810813252886,0.111035928260148,0.1072922811748056,2005.7452479394133,1995.7198080878773,1.0050234706349592,1.7455,-0.0941878567721847,0.0059025467881504,4.28,-0.0018999999999999,3.109322798020208,708.0972,FR,Île-de-France,Paris,52.0,True,"Voirin, François Nicolas",Bow maker,1833-1885,Voirin,19.0,False
9399,"Maline, Guillaume",Violin Bow,Mirecourt,Sotheby's,1999-11-16,332,6506.0,7514.437585733881,6295.0,gbp,1999,11,16,0.5174449350042429,0.535635562086701,0.5759635436780721,1.6181,1.0309,12159.111457475994,2744.388533395188,0.0905799361602195,0.0053388628077399,0.218262401121932,0.2104743645883957,0.1879980300303236,0.1881688160759217,2558.36901962121,2577.93086247977,0.992411804698384,1.6181,0.0399768622662124,0.0037253453767661,5.97,0.0025999999999999,-0.7930550130425364,568.1764,FR,Grand Est,Vosges,1.0,False,"Maline, Guillaume",Bow maker,1792-1859,Maline,18.0,False
